eventID,basisOfRecord,sampleType,fieldNumber,partnerID,continent,country,county,waterBody,localitySite,localityID,verbatimLocality,decimalLatitude,decimalLongitude,minimumDepthInMeters,recordedBy,year,month,day,eventTime,samplingProtocol,samplingDuration,eventRemarks
MBA-2017.08.24-L5-02,Event,Zooplankton,24-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2017,8,24,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.09.26-E1-02,Event,Zooplankton,26-Sep,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2017,9,26,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.09.26-L5-02,Event,Zooplankton,26-Sep,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2017,9,26,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.10.31-E1-02,Event,Zooplankton,31-Oct,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2017,10,31,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.10.31-L5-02,Event,Zooplankton,31-Oct,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2017,10,31,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.11.16-E1-02,Event,Zooplankton,16-Nov,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2017,11,16,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.11.16-L5-02,Event,Zooplankton,16-Nov,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2017,11,16,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.12.04-E1-02,Event,Zooplankton,04-Dec,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2017,12,4,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.12.04-L5-02,Event,Zooplankton,04-Dec,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2017,12,4,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.01.10-L4-02,Event,Zooplankton,10-Jan,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,1,10,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.01.30-L4-02,Event,Zooplankton,30-Jan,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,1,30,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.02.05-L4-02,Event,Zooplankton,05-Feb,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,2,5,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.02.06-E1-02,Event,Zooplankton,06-Feb,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,2,6,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.02.06-L5-02,Event,Zooplankton,06-Feb,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,2,6,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.02.19-E1-02,Event,Zooplankton,19-Feb,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,2,19,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.02.19-L4-02,Event,Zooplankton,19-Feb,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,2,19,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.02.19-L5-02,Event,Zooplankton,19-Feb,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,2,19,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.02.27-L4-02,Event,Zooplankton,27-Feb,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,2,27,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.03.05-L4-02,Event,Zooplankton,05-Mar,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,3,5,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.03.13-L4-02,Event,Zooplankton,13-Mar,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,3,13,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.03.20-L4-02,Event,Zooplankton,20-Mar,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,3,20,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.03.21-E1-02,Event,Zooplankton,21-Mar,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,3,21,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.03.21-L5-02,Event,Zooplankton,21-Mar,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,3,21,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.03.26-E1-02,Event,Zooplankton,26-Mar,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,3,26,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.03.26-L5-02,Event,Zooplankton,26-Mar,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,3,26,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.04.05-L4-02,Event,Zooplankton,05-Apr,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,4,5,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.04.09-L4-02,Event,Zooplankton,09-Apr,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,4,9,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.04.16-L4-02,Event,Zooplankton,16-Apr,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,4,16,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.04.20-E1-02,Event,Zooplankton,20-Apr,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,4,20,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.04.20-L5-02,Event,Zooplankton,20-Apr,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,4,20,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.04.23-L4-02,Event,Zooplankton,23-Apr,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,4,23,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.04.30-L4-02,Event,Zooplankton,30-Apr,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,4,30,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.05.08-L4-02,Event,Zooplankton,08-May,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,5,8,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.05.09-E1-02,Event,Zooplankton,09-May,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,5,9,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.05.09-L5-02,Event,Zooplankton,09-May,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,5,9,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.05.14-L4-02,Event,Zooplankton,14-May,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,5,14,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.05.21-E1-02,Event,Zooplankton,21-May,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,5,21,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.05.21-L5-02,Event,Zooplankton,21-May,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,5,21,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.05.22-L4-02,Event,Zooplankton,22-May,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,5,22,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.06.06-L4-02,Event,Zooplankton,06-Jun,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,6,6,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.06.12-L4-02,Event,Zooplankton,12-Jun,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,6,12,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.06.13-E1-02,Event,Zooplankton,13-Jun,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,6,13,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.06.13-L5-02,Event,Zooplankton,13-Jun,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,6,13,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.06.26-L4-02,Event,Zooplankton,26-Jun,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,6,26,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.07.16-L4-02,Event,Zooplankton,16-Jul,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,7,16,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.07.31-L4-02,Event,Zooplankton,31-Jul,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,7,31,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.02-E1-02,Event,Zooplankton,02-Aug,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,8,2,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.06-L4-02,Event,Zooplankton,06-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,8,6,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.07-L5-02,Event,Zooplankton,07-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,8,7,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.13-L4-02,Event,Zooplankton,13-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,8,13,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.14-L5-02,Event,Zooplankton,14-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,8,14,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.20-L4-02,Event,Zooplankton,20-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,8,20,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.21-E1-02,Event,Zooplankton,21-Aug,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,8,21,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.28-L4-02,Event,Zooplankton,28-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,8,28,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.29-L5-02,Event,Zooplankton,29-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L5-surface,L5,"WCO station L5, approx 20 km SW of Plymouth, UK",50.18333,-4.3,1,NA,2018,8,29,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.08.30-E1-02,Event,Zooplankton,30-Aug,MBA,Europe,United Kindgom,Devon,English Channel,E1-surface,E1,"WCO station E1, approx 40 km SW of Plymouth, UK",50.03333,-4.366667,1,NA,2018,8,30,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.09.03-L4-02,Event,Zooplankton,03-Sep,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,9,3,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2018.09.10-L4-02,Event,Zooplankton,10-Sep,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2018,9,10,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.06.19-L4-02,Event,Zooplankton,19-Jun,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,6,19,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.06.27-L4-02,Event,Zooplankton,27-Jun,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,6,27,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.07.03-L4-02,Event,Zooplankton,03-Jul,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,7,3,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.07.10-L4-02,Event,Zooplankton,10-Jul,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,7,10,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.07.14-L4-02,Event,Zooplankton,14-Jul,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,7,14,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.08.08-L4-02,Event,Zooplankton,08-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,8,8,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.08.14-L4-02,Event,Zooplankton,14-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,8,14,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.08.29-L4-02,Event,Zooplankton,29-Aug,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,8,29,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.09.25-L4-02,Event,Zooplankton,25-Sep,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,9,25,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.10.03-L4-02,Event,Zooplankton,03-Oct,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,10,3,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.10.17-L4-02,Event,Zooplankton,17-Oct,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,10,17,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.11.08-L4-02,Event,Zooplankton,08-Nov,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,11,8,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.11.15-L4-02,Event,Zooplankton,15-Nov,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,11,15,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.11.29-L4-02,Event,Zooplankton,29-Nov,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,11,29,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.12.04-L4-02,Event,Zooplankton,04-Dec,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,12,4,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
MBA-2017.12.12-L4-02,Event,Zooplankton,12-Dec,MBA,Europe,United Kindgom,Devon,English Channel,L4-surface,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24003,-4.212017,1,NA,2017,12,12,NA,Zooplankton young fish trawl,NA,Values recorded as n/1000 cubic metres
