eventID,basisOfRecord,sampleType,fieldNumber,partnerID,continent,country,county,waterBody,localitySite,localityID,verbatimLocality,decimalLatitude,decimalLongitude,minimumDepthInMeters,recordedBy,year,month,day,eventTime,samplingProtocol,samplingDuration,eventRemarks
EA-2016.10.25-ESK-SEI2,Event,Fishes,Upstream Boghall Road Bridge Seine Net Site; 25-October-2016,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-ROAD,ESK,Upstream Boghall Road Bridge,54.478302,-0.61407252,1,Environment Agency staff,2016,10,25,NA,Seine,2,
EA-2016.10.26-ESK-FYKE,Event,Fishes,Whitby Harbour Fyke Net Site; 26-October-2016,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour,54.491656,-0.61156746,2,Environment Agency staff,2016,10,26,NA,Fyke,12,
EA-2016.10.26-ESK-SEI1,Event,Fishes,Whitby Harbour Seine Net Site; 26-October-2016,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour,54.48974,-0.6122036,1,Environment Agency staff,2016,10,26,NA,Seine,2,
EA-2016.10.26-ESK-SED1,Event,Sediments,ESK-SED1.1; ESK-SED1.2; ESK-SED1.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Beach,54.48975,-0.612617,1,Owen Wangensteen,2016,10,26,,Corer-Falcon,NA,Sandy sediments
EA-2016.10.26-ESK-FYKE,Event,Water,ESK-FYK01; ESK-FYK02; ESK-FYK03,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Pier,54.491633,-0.611833,0,Owen Wangensteen,2016,10,26,,Sterivex-0.22,NA,
EA-2016.10.26-ESK-SEI1,Event,Water,ESK-SEI1.1; ESK-SEI1.2; ESK-SEI1.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Beach,54.48975,-0.612617,0,Owen Wangensteen,2016,10,26,,Sterivex-0.22,NA,
EA-2016.10.26-ESK-SED2,Event,Sediments,ESK-SED2.1; ESK-SED2.2; ESK-SED2.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-ROAD,ESK,Under the bridge of A171,54.4786,-0.613567,1,Owen Wangensteen,2016,10,26,,Corer-Falcon,NA,Mixed river sediments
EA-2016.10.26-ESK-SEI2,Event,Water,ESK-SEI2.1; ESK-SEI2.2; ESK-SEI2.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-ROAD,ESK,Under the bridge of A171,54.4786,-0.613567,0,Owen Wangensteen,2016,10,26,,Sterivex-0.22,NA,
EA-2016.10.26-ESK-SEI3,Event,Fishes,Esk Downstream of Viaduct Slipway Seine Site; 26-October-2016,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-VIAD,ESK,Downstream of Viaduct Slipway,54.473867,-0.61767929,1,Environment Agency staff,2016,10,26,NA,Seine,2,
EA-2016.10.26-ESK-SED3,Event,Sediments,ESK-SED3.1; ESK-SED3.2; ESK-SED3.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-VIAD,ESK,Under the old railway bridge - Riverside Cottage,54.474217,-0.61795,1,Owen Wangensteen,2016,10,26,,Corer-Falcon,NA,Mixed river sediments
EA-2016.10.26-ESK-SEI3,Event,Water,ESK-SEI3.1; ESK-SEI3.2; ESK-SEI3.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-VIAD,ESK,Under the old railway bridge - Riverside Cottage,54.474217,-0.61795,0,Owen Wangensteen,2016,10,26,,Sterivex-0.22,NA,Very muddy water. Just 100 ml filtered through the sterivex
EA-2016.10.31-TEES-BEAM,Event,Fishes,North Gare Sands Beam Trawl; 31-October-2016,EA,Europe,United Kingdom,Yorkshire,River Tees,TEES-GARE,TEES,North Gare Sands,54.631808,-1.165846,5,Environment Agency staff,2016,10,31,NA,Beam trawl,1,
EA-2016.10.31-TEES-SEI2,Event,Fishes,North Gare Sands Seine Netting; 31-October-2016,EA,Europe,United Kingdom,Yorkshire,River Tees,TEES-GARE,TEES,North Gare Sands,54.631808,-1.165846,1,Environment Agency staff,2016,10,31,NA,Seine,2,
EA-2016.10.31-TEES-SED2,Event,Sediments,TEES-SED2.1; TEES-SED2.2; TEES-SED2.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-GARE,TEES,"North Gare, at the Tees Mouth",54.632317,-1.1678,1,Owen Wangensteen,2016,10,31,,Corer-Falcon,NA,Sandy sediments
EA-2016.10.31-TEES-SEI2,Event,Water,TEES-SEI2.1; TEES-SEI2.2; TEES-SEI2.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-GARE,TEES,"North Gare, at the Tees Mouth",54.632317,-1.1678,0,Owen Wangensteen,2016,10,31,,Sterivex-0.22,NA,
EA-2016.10.31-TEES-SED1,Event,Sediments,TEES-SED1.1; TEES-SED1.2; TEES-SED1.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-POR,TEES,"The muddy place, near Portrack Marsh",54.566983,-1.276117,1,Owen Wangensteen,2016,10,31,,Corer-Falcon,NA,Muddy sediments
EA-2016.10.31-TEES-SEI1,Event,Water,TEES-SEI1.1; TEES-SEI1.2; TEES-SEI1.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-POR,TEES,"The muddy place, near Portrack Marsh",54.566983,-1.276117,0,Owen Wangensteen,2016,10,31,,Sterivex-0.22,NA,
EA-2016.11.13-TEES-OTTER,Event,Fishes,Seaton Sands CSV Otter Trawl; 13-November-2016,EA,Europe,United Kingdom,Yorkshire,River Tees,TEES-SEAT,TEES,Seaton Sands,54.659342,-1.1616703,5,Environment Agency staff,2016,11,13,NA,Otter trawl,1,
EA-2017.05.30-TEES-SED3,Event,Sediments,TEES-SED3.1; TEES-SED3.2; TEES-SED3.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-GARE,TEES,"North Gare, at the Tees Mouth",54.631327,-1.164447,1,Owen Wangensteen,2017,5,30,,Corer-Falcon,NA,Sandy sediments
EA-2017.05.30-TEES-SEI3,Event,Water,TEES-SEI3.1; TEES-SEI3.2; TEES-SEI3.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-GARE,TEES,"North Gare, at the Tees Mouth",54.631327,-1.164447,0,Owen Wangensteen,2017,5,30,,Sterivex-0.22,NA,
EA-2017.05.30-TEES-SED4,Event,Sediments,TEES-SED4.1; TEES-SED4.2; TEES-SED4.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-POR,TEES,"The muddy place, near Portrack Marsh",54.566983,-1.276117,1,Owen Wangensteen,2017,5,30,,Corer-Falcon,NA,Muddy sediments
EA-2017.05.30-TEES-SEI4,Event,Water,TEES-SEI4.1; TEES-SEI4.2; TEES-SEI4.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-POR,TEES,"The muddy place, near Portrack Marsh",54.566983,-1.276117,0,Owen Wangensteen,2017,5,30,,Sterivex-0.22,NA,
EA-2017.05.31-TEES-BEAM,Event,Fishes,North Gare Sands Beam Trawl; 31-May-2017,EA,Europe,United Kingdom,Yorkshire,River Tees,TEES-GARE,TEES,North Gare Sands,54.631808,-1.165846,5,Environment Agency staff,2017,5,31,NA,Beam trawl,1,
EA-2017.05.31-TEES-SEI3,Event,Fishes,North Gare Sands Seine Netting; 31-May-2017,EA,Europe,United Kingdom,Yorkshire,River Tees,TEES-GARE,TEES,North Gare Sands,54.631808,-1.165846,1,Environment Agency staff,2017,5,31,NA,Seine,2,
EA-2017.06.07-TWEED-SED2,Event,Sediments,TWEED-SED2.1; TWEED-SED2.2; TWEED-SED2.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Sandstell Beach, Tweed mouth",55.761952,-1.994386,1,Owen Wangensteen,2017,6,7,,Corer-Falcon,NA,Sandy sediments. Corer lost due to strong current. Sediment taken directly with Falcon tubes
EA-2017.06.07-TWEED-FYKE,Event,Water,TWEED-1.1; TWEED-1.2; TWEED-1.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Crabwater, Tweed Mouth close to North Pier",55.765317,-1.9911,0,Owen Wangensteen,2017,6,7,,Sterivex-0.22,NA,
EA-2017.06.07-TWEED-SEI2,Event,Water,TWEED-2.1; TWEED-2.2; TWEED-2.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Sandstell Beach, Tweed mouth",55.761952,-1.994386,0,Owen Wangensteen,2017,6,7,,Sterivex-0.22,NA,
EA-2017.06.07-TWEED-SEI3,Event,Water,TWEED-3.1; TWEED-3.2; TWEED-3.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-QUAY,TWEED,Calot Shad,55.765033,-2.0044,0,Owen Wangensteen,2017,6,7,,Sterivex-0.22,NA,Muddy water. Just 200 ml filtered
EA-2017.06.08-TWEED-BEAM,Event,Fishes,Tweedmouth (Spittal Beach) Beam Trawl; 08-June-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Tweedmouth, Spittal Beach",55.761425,-1.9952892,5,Environment Agency staff,2017,6,8,NA,Beam trawl,1,
EA-2017.06.08-TWEED-FYKE,Event,Fishes,Tweedmouth (Spittal Beach) Fyke Net; 08-June-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Tweedmouth, Spittal Beach",55.765585,-1.9927866,2,Environment Agency staff,2017,6,8,NA,Fyke,12,
EA-2017.06.08-TWEED-SEI2,Event,Fishes,Tweedmouth (Spittal Beach) Seine Net; 08-June-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Tweedmouth, Spittal Beach",55.761425,-1.9952892,1,Environment Agency staff,2017,6,8,NA,Seine,2,
EA-2017.06.08-TWEED-SEI1,Event,Fishes,Tweed at Yarrow Slake Seine Netting Site; 08-June-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-YAR,TWEED,Yarrow Slake,55.771189,-2.0269118,1,Environment Agency staff,2017,6,8,NA,Seine,2,
EA-2017.06.22-ESK-SEI5,Event,Fishes,Whitby Harbour Seine Net Site; 22-June-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour,54.48974,-0.6122036,1,Environment Agency staff,2017,6,22,NA,Seine,2,
EA-2017.06.22-ESK-SED5,Event,Sediments,ESK-SED5.1; ESK-SED5.2; ESK-SED5.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Beach,54.48975,-0.612617,1,Owen Wangensteen,2017,6,22,,Corer-Falcon,NA,Sandy sediments
EA-2017.06.22-ESK-FYKE4,Event,Water,ESK-FYK4.1; ESK-FYK4.2; ESK-FYK4.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Pier,54.49145,-0.611367,0,Owen Wangensteen,2017,6,22,,Sterivex-0.22,NA,
EA-2017.06.22-ESK-SEI5,Event,Water,ESK-SEI5.1; ESK-SEI5.2; ESK-SEI5.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Beach,54.48975,-0.612617,0,Owen Wangensteen,2017,6,22,,Sterivex-0.22,NA,
EA-2017.06.22-ESK-SEI6,Event,Fishes,Upstream Boghall Road Bridge Seine Net Site; 22-June-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-ROAD,ESK,Upstream Boghall Road Bridge,54.478302,-0.61407252,1,Environment Agency staff,2017,6,22,NA,Seine,2,
EA-2017.06.22-ESK-SED6,Event,Sediments,ESK-SED6.1; ESK-SED6.2; ESK-SED6.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-ROAD,ESK,Under the bridge of A171,54.4786,-0.613567,1,Owen Wangensteen,2017,6,22,,Corer-Falcon,NA,Mixed river sediments
EA-2017.06.22-ESK-SEI6,Event,Water,ESK-SEI6.1; ESK-SEI6.2; ESK-SEI6.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-ROAD,ESK,Under the bridge of A171,54.4786,-0.613567,0,Owen Wangensteen,2017,6,22,,Sterivex-0.22,NA,
EA-2017.06.22-ESK-SEI7,Event,Fishes,Esk Downstream of Viaduct Slipway Seine Site; 22-June-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-VIAD,ESK,Downstream of Viaduct Slipway,54.473867,-0.61767929,1,Environment Agency staff,2017,6,22,NA,Seine,2,
EA-2017.06.22-ESK-SEI7,Event,Water,ESK-SEI7.1; ESK-SEI7.2; ESK-SEI7.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-VIAD,ESK,Under the old railway bridge - Riverside Cottage,54.474217,-0.61795,0,Owen Wangensteen,2017,6,22,,Sterivex-0.22,NA,Sediments could not be sampled due to high water
EA-2017.06.23-ESK-FYKE,Event,Fishes,Whitby Harbour Fyke Net Site; 23-June-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour,54.491656,-0.61156746,2,Environment Agency staff,2017,6,23,NA,Fyke,12,
EA-2017.09.19-TWEED-SED5,Event,Sediments,TWEED-SED5.1; TWEED-SED5.2; TWEED-SED5.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Sandstell Beach, Tweed mouth",55.761472,-1.997583,1,Owen Wangensteen,2017,9,19,,Corer-Falcon,NA,
EA-2017.09.19-TWEED-FYKE4,Event,Water,TWEED-4.1; TWEED-4.2; TWEED-4.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Crabwater, Tweed Mouth close to North Pier",55.765694,-1.993889,0,Owen Wangensteen,2017,9,19,,Sterivex-0.22,NA,
EA-2017.09.19-TWEED-SEI5,Event,Water,TWEED-5.1; TWEED-5.2; TWEED-5.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Sandstell Beach, Tweed mouth",55.761472,-1.997583,0,Owen Wangensteen,2017,9,19,,Sterivex-0.22,NA,
EA-2017.09.19-TWEED-SEI6,Event,Fishes,Tweed opposite Tweed Docks Seine Netting Site; 19-September-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-QUAY,TWEED,Opposite Tweed Docks,55.765279,-2.0039903,1,Environment Agency staff,2017,9,19,NA,Seine,2,
EA-2017.09.19-TWEED-SED6,Event,Sediments,TWEED-SED6.1; TWEED-SED6.2; TWEED-SED6.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-QUAY,TWEED,Calot Shad,55.765444,-2.004306,1,Owen Wangensteen,2017,9,19,,Corer-Falcon,NA,
EA-2017.09.19-TWEED-SEI6,Event,Water,TWEED-6.1; TWEED-6.2; TWEED-6.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-QUAY,TWEED,Calot Shad,55.765444,-2.004306,0,Owen Wangensteen,2017,9,19,,Sterivex-0.22,NA,
EA-2017.09.19-TWEED-SEI7,Event,Fishes,Tweed at Yarrow Slake Seine Netting Site; 19-September-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-YAR,TWEED,Yarrow Slake,55.771189,-2.0269118,1,Environment Agency staff,2017,9,19,NA,Seine,2,
EA-2017.09.19-TWEED-SEI7,Event,Water,TWEED-7.1; TWEED-7.2; TWEED-7.3,EA,Europe,United Kindgom,Northumberland,River Tweed,TWEED-YAR,TWEED,Watson Carr,55.771528,-2.026556,0,Owen Wangensteen,2017,9,19,,Sterivex-0.22,NA,
EA-2017.09.20-TWEED-BEAM,Event,Fishes,Tweedmouth (Spittal Beach) Beam Trawl; 20-September-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Tweedmouth, Spittal Beach",55.761425,-1.9952892,5,Environment Agency staff,2017,9,20,NA,Beam trawl,1,
EA-2017.09.20-TWEED-FYKE,Event,Fishes,Tweedmouth (Spittal Beach) Fyke Net; 20-September-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Tweedmouth, Spittal Beach",55.765585,-1.9927866,2,Environment Agency staff,2017,9,20,NA,Fyke,12,
EA-2017.09.20-TWEED-SEI5,Event,Fishes,Tweedmouth (Spittal Beach) Seine Net; 20-September-2017,EA,Europe,United Kingdom,Northumberland,River Tweed,TWEED-MOUTH,TWEED,"Tweedmouth, Spittal Beach",55.761425,-1.9952892,1,Environment Agency staff,2017,9,20,NA,Seine,2,
EA-2017.09.27-TEES-BEAM,Event,Fishes,North Gare Sands Beam Trawl; 27-September-2017,EA,Europe,United Kingdom,Yorkshire,River Tees,TEES-GARE,TEES,North Gare Sands,54.631808,-1.165846,5,Environment Agency staff,2017,9,27,NA,Beam trawl,1,
EA-2017.09.27-TEES-SEI5,Event,Fishes,North Gare Sands Seine Netting; 27-September-2017,EA,Europe,United Kingdom,Yorkshire,River Tees,TEES-GARE,TEES,North Gare Sands,54.631808,-1.165846,1,Environment Agency staff,2017,9,27,NA,Seine,2,
EA-2017.09.27-TEES-SED6,Event,Sediments,TEES-SED6.1; TEES-SED6.2; TEES-SED6.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-GARE,TEES,"North Gare, at the Tees Mouth",54.631327,-1.164447,1,Owen Wangensteen,2017,9,27,,Corer-Falcon,NA,Sandy sediments
EA-2017.09.27-TEES-SEI5,Event,Water,TEES-5.1; TEES-5.2; TEES-5.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-GARE,TEES,"North Gare, at the Tees Mouth",54.631327,-1.164447,0,Owen Wangensteen,2017,9,27,,Sterivex-0.22,NA,Beam trawl site
EA-2017.09.27-TEES-SEI6,Event,Water,TEES-SEI6.1; TEES-SEI6.2; TEES-SEI6.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-GARE,TEES,"North Gare, at the Tees Mouth",54.631327,-1.164447,0,Owen Wangensteen,2017,9,27,,Sterivex-0.22,NA,
EA-2017.09.27-TEES-SED7,Event,Sediments,TEES-SED7.1; TEES-SED7.2; TEES-SED7.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-POR,TEES,"The muddy place, near Portrack Marsh",54.566983,-1.276117,1,Owen Wangensteen,2017,9,27,,Corer-Falcon,NA,Muddy sediments
EA-2017.09.27-TEES-SEI7,Event,Water,TEES-SEI7.1; TEES-SEI7.2; TEES-SEI7.3,EA,Europe,United Kindgom,Yorkshire,River Tees,TEES-POR,TEES,"The muddy place, near Portrack Marsh",54.566983,-1.276117,0,Owen Wangensteen,2017,9,27,,Sterivex-0.22,NA,
EA-2017.10.17-ESK-FYKE,Event,Fishes,Whitby Harbour Fyke Net Site; 17-October-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour,54.491656,-0.61156746,2,Environment Agency staff,2017,10,17,NA,Fyke,12,
EA-2017.10.17-ESK-SEI12,Event,Fishes,Whitby Harbour Seine Net Site; 17-October-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour,54.48974,-0.6122036,1,Environment Agency staff,2017,10,17,NA,Seine,2,
EA-2017.10.17-ESK-SED12,Event,Sediments,ESK-SED12.1; ESK-SED12.2; ESK-SED12.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Beach,54.48975,-0.612617,1,Owen Wangensteen,2017,10,17,,Corer-Falcon,NA,Sandy sediments
EA-2017.10.17-ESK-FYKE11,Event,Water,ESK-FYK11.1; ESK-FYK11.2; ESK-FYK11.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Pier,54.49145,-0.611367,0,Owen Wangensteen,2017,10,17,,Sterivex-0.22,NA,
EA-2017.10.17-ESK-SEI12,Event,Water,ESK-SEI12.1; ESK-SEI12.2; ESK-SEI12.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-PIER,ESK,Whitby Harbour - East Beach,54.48975,-0.612617,0,Owen Wangensteen,2017,10,17,,Sterivex-0.22,NA,
EA-2017.10.17-ESK-SEI13,Event,Fishes,Upstream Boghall Road Bridge Seine Net Site; 17-October-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-ROAD,ESK,Upstream Boghall Road Bridge,54.478302,-0.61407252,1,Environment Agency staff,2017,10,17,NA,Seine,2,
EA-2017.10.17-ESK-SED13,Event,Sediments,ESK-SED13.1; ESK-SED13.2; ESK-SED13.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-ROAD,ESK,Under the bridge of A171,54.4786,-0.613567,1,Owen Wangensteen,2017,10,17,,Corer-Falcon,NA,Mixed river sediments
EA-2017.10.17-ESK-SEI13,Event,Water,ESK-SEI13.1; ESK-SEI13.2; ESK-SEI13.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-ROAD,ESK,Under the bridge of A171,54.4786,-0.613567,0,Owen Wangensteen,2017,10,17,,Sterivex-0.22,NA,
EA-2017.10.17-ESK-SEI14,Event,Fishes,Esk Downstream of Viaduct Slipway Seine Site; 17-October-2017,EA,Europe,United Kingdom,Yorkshire,River Esk,ESK-VIAD,ESK,Downstream of Viaduct Slipway,54.473867,-0.61767929,1,Environment Agency staff,2017,10,17,NA,Seine,2,
EA-2017.10.17-ESK-SED14,Event,Sediments,ESK-SED14.1; ESK-SED14.2; ESK-SED14.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-VIAD,ESK,Under the old railway bridge - Riverside Cottage,54.474217,-0.61795,1,Owen Wangensteen,2017,10,17,,Corer-Falcon,NA,Mixed river sediments
EA-2017.10.17-ESK-SEI14,Event,Water,ESK-SEI14.1; ESK-SEI14.2; ESK-SEI14.3,EA,Europe,United Kindgom,Yorkshire,River Esk,ESK-VIAD,ESK,Under the old railway bridge - Riverside Cottage,54.474217,-0.61795,0,Owen Wangensteen,2017,10,17,,Sterivex-0.22,NA,
MBA-2016.01.14-L4-01,Event,Fishes,2016-001,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.23967,-4.174334,55,Aisling Smith,2016,1,14,NA,Modified Hunter Box Trawl,40,
MBA-2016.01.14-L4-01,Event,Fishes,2016-002,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.223,-4.155,55.7,Aisling Smith,2016,1,14,NA,Modified Hunter Box Trawl,40,
MBA-2016.02.23-L4-01,Event,Fishes,2016-015,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.25067,-4.196167,53,Aisling Smith,2016,2,23,NA,Modified Hunter Box Trawl,40,
MBA-2016.02.23-L4-01,Event,Fishes,2016-016,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.23133,-4.185,53,Aisling Smith,2016,2,23,NA,Modified Hunter Box Trawl,39,
MBA-2016.02.25-L4-01,Event,Fishes,2016-017,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24033,-4.204333,56,Aisling Smith,2016,2,25,NA,Modified Hunter Box Trawl,40,
MBA-2016.02.25-L4-01,Event,Fishes,2016-022,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.2165,-4.195667,56,Aisling Smith,2016,2,25,NA,Modified Hunter Box Trawl,40,
MBA-2016.03.11-L4-01,Event,Fishes,2016-027,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24617,-4.220833,55,Aisling Smith,2016,3,11,NA,Modified Hunter Box Trawl,41,
MBA-2016.03.11-L4-01,Event,Fishes,2016-028,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.22317,-4.1905,56,Aisling Smith,2016,3,11,NA,Modified Hunter Box Trawl,42,
MBA-2016.03.18-L4-01,Event,Fishes,2016-029,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.25233,-4.208167,51,Aisling Smith,2016,3,18,NA,Modified Hunter Box Trawl,39,
MBA-2016.03.18-L4-01,Event,Fishes,2016-030,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.242,-4.248,53,Aisling Smith,2016,3,18,NA,Modified Hunter Box Trawl,40,
MBA-2016.04.13-L4-01,Event,Fishes,2016-033,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.2475,-4.2075,54,Aisling Smith,2016,4,13,NA,Modified Hunter Box Trawl,39,
MBA-2016.04.13-L4-01,Event,Fishes,2016-034,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.2315,-4.216833,56,Aisling Smith,2016,4,13,NA,Modified Hunter Box Trawl,39,
MBA-2016.05.16-L4-01,Event,Fishes,2016-044,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.248,-4.198167,52,Aisling Smith,2016,5,16,NA,Modified Hunter Box Trawl,40,
MBA-2016.05.16-L4-01,Event,Fishes,2016-045,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.23433,-4.203,53,Aisling Smith,2016,5,16,NA,Modified Hunter Box Trawl,39,
MBA-2016.06.09-L4-01,Event,Fishes,2016-054,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.2485,-4.199867,54,Aisling Smith,2016,6,9,NA,Modified Hunter Box Trawl,42,
MBA-2016.06.09-L4-01,Event,Fishes,2016-055,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.22682,-4.185867,56,Aisling Smith,2016,6,9,NA,Modified Hunter Box Trawl,40,
MBA-2016.06.30-L4-01,Event,Fishes,2016-056,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.25075,-4.200366,51,Aisling Smith,2016,6,30,NA,Modified Hunter Box Trawl,39,
MBA-2016.06.30-L4-01,Event,Fishes,2016-057,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.2274,-4.2145,53.7,Aisling Smith,2016,6,30,NA,Modified Hunter Box Trawl,39,
MBA-2016.07.21-L4-01,Event,Fishes,2016-066,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24068,-4.212383,56,Aisling Smith,2016,7,21,NA,Modified Hunter Box Trawl,39,
MBA-2016.07.21-L4-01,Event,Fishes,2016-067,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.23937,-4.172317,53,Aisling Smith,2016,7,21,NA,Modified Hunter Box Trawl,40,
MBA-2016.07.27-L4-01,Event,Fishes,2016-068,MBA,Europe,United Kingdom,Devon,English Channel,L4-bottom,L4,"WCO station L4, approx 15 km SW of Plymouth, UK",50.24572,-4.20685,53,Aisling Smith,2016,7,27,NA,Modified Hunter Box Trawl,40,
